Feature,Mutual Information
LeftHand_angular_acceleration_time_since_pause_median,0.0
Head_sixD_a_max,0.0
Head_sixD_e_mean,0.0
Head_sixD_e_median,0.0
Head_sixD_e_max,0.0
Head_sixD_d_std,0.0
Head_sixD_d_mean,0.0
Head_position_z_max,0.0
LeftHand_position_x_std,0.0
LeftHand_position_x_max,0.0
LeftHand_position_x_min,0.0
Head_sixD_f_std,0.0
Head_sixD_f_mean,0.0
Head_position_z_median,0.0
Head_sixD_f_median,0.0
LeftHand_quat_x_min,0.0
LeftHand_position_z_std,0.0
LeftHand_position_y_std,0.0
LeftHand_quat_z_std,0.0
LeftHand_quat_z_max,0.0
LeftHand_quat_y_max,0.0
LeftHand_sixD_a_std,0.0
LeftHand_sixD_a_mean,0.0
LeftHand_sixD_a_min,0.0
LeftHand_quat_w_std,0.0
LeftHand_quat_w_median,0.0
LeftHand_quat_w_max,0.0
RightHand_angular_acceleration_pause_duration_max,0.0
Head_angular_jerk_time_since_pause_max,0.0
Head_angular_jerk_time_since_pause_min,0.0
Head_angular_jerk_pause_duration_max,0.0
Head_angular_jerk_pause_duration_min,0.0
Head_angular_acceleration_time_since_pause_min,0.0
LeftHand_sixD_b_min,0.0
Head_acceleration_pause_duration_max,0.0
Head_acceleration_pause_duration_min,0.0
Head_velocity_time_since_pause_std,0.0
Head_velocity_time_since_pause_median,0.0
Head_velocity_time_since_pause_min,0.0
Head_velocity_pause_duration_std,0.0
Head_angular_jerk_time_since_pause_median,0.0
LeftHand_velocity_time_since_pause_mean,0.0
LeftHand_velocity_time_since_pause_min,0.0
LeftHand_velocity_pause_duration_median,0.0
LeftHand_velocity_pause_duration_min,0.0
Head_angular_jerk_time_since_pause_mean,0.0
LeftHand_acceleration_time_since_pause_mean,0.0
LeftHand_acceleration_time_since_pause_min,0.0
LeftHand_acceleration_pause_duration_mean,0.0
LeftHand_acceleration_pause_duration_median,0.0
LeftHand_velocity_time_since_pause_std,0.0
LeftHand_jerk_time_since_pause_max,0.0
LeftHand_jerk_pause_duration_std,0.0
LeftHand_quat_x_max,0.0
LeftHand_jerk_pause_duration_median,0.0
LeftHand_jerk_pause_duration_max,0.0
LeftHand_jerk_pause_duration_min,0.0
LeftHand_acceleration_time_since_pause_std,0.0
LeftHand_angular_velocity_time_since_pause_max,0.0
LeftHand_angular_velocity_pause_duration_std,0.0
LeftHand_angular_velocity_pause_duration_median,0.0
LeftHand_angular_velocity_pause_duration_max,0.0
LeftHand_jerk_time_since_pause_mean,0.0
LeftHand_jerk_time_since_pause_median,0.0
LeftHand_quat_x_mean,0.0
LeftHand_quat_x_median,0.0
LeftHand_jerk_pause_duration_mean,0.0
Head_acceleration_y_mean,0.0
RightHand_sixD_e_median,0.0
RightHand_sixD_e_min,0.0
RightHand_sixD_d_std,0.0
RightHand_sixD_d_mean,0.0
RightHand_sixD_d_median,0.0
RightHand_sixD_d_max,0.0
RightHand_sixD_d_min,0.0
RightHand_sixD_c_std,0.0
Head_euler_x_median,0.0
Head_euler_x_max,0.0
Head_euler_x_min,0.0
RightHand_sixD_f_median,0.0
LeftHand_sixD_b_max,0.0
RightHand_sixD_e_mean,0.0
LeftHand_euler_x_mean,0.0
Head_euler_z_std,0.0
Head_euler_z_mean,0.0
Head_euler_z_max,0.0
Head_position_y_std,0.0
LeftHand_euler_z_median,0.0
LeftHand_euler_z_max,0.0
LeftHand_euler_z_min,0.0
LeftHand_euler_y_max,0.0
LeftHand_euler_y_min,0.0
LeftHand_euler_x_std,0.0
RightHand_euler_z_min,0.0
RightHand_sixD_e_std,0.0
Head_jerk_z_median,0.0
Head_jerk_z_min,0.0
Head_jerk_y_mean,0.0
Head_jerk_y_median,0.0
Head_jerk_y_max,0.0
Head_angular_velocity_z_mean,0.0
Head_angular_velocity_z_median,0.0
Head_angular_velocity_y_mean,0.0
Head_angular_velocity_y_max,0.0
Head_angular_velocity_x_mean,0.0
Head_angular_velocity_x_median,0.0
Head_angular_jerk_x_max,0.0
Head_angular_acceleration_y_std,0.0
Head_acceleration_z_min,0.0
Head_angular_acceleration_y_max,0.0
Head_angular_acceleration_y_min,0.0
Head_angular_acceleration_x_mean,0.0
Head_angular_velocity_z_std,0.0
Head_acceleration_y_min,0.0
Head_acceleration_x_mean,0.0
Head_acceleration_x_median,0.0
Head_acceleration_x_max,0.0
Head_velocity_z_mean,0.0
Head_velocity_z_max,0.0
RightHand_sixD_c_max,0.0
RightHand_sixD_b_mean,0.0
RightHand_sixD_b_min,0.0
Head_angular_acceleration_y_mean,0.0
RightHand_acceleration_time_since_pause_median,0.0
RightHand_acceleration_time_since_pause_min,0.0
RightHand_acceleration_pause_duration_std,0.0
RightHand_acceleration_pause_duration_mean,0.0
Head_position_z_mean,0.0
Head_position_x_min,0.0
Head_position_x_max,0.0
Head_position_x_median,0.0
RightHand_angular_jerk_time_since_pause_min,0.0
Head_position_x_std,0.0
RightHand_angular_jerk_pause_duration_median,0.0
Head_sixD_a_mean,0.0
LeftHand_position_y_median,0.0
RightHand_euler_y_std,0.0
RightHand_angular_jerk_pause_duration_min,0.0
LeftHand_angular_acceleration_time_since_pause_max,0.0
Head_quat_z_mean,0.0
Head_quat_z_median,0.0
Head_quat_z_max,0.0
Head_quat_z_min,0.0
Head_quat_y_std,0.0
Head_quat_y_median,0.0
Head_quat_y_max,0.0
Head_quat_y_min,0.0
Head_quat_x_mean,0.0
Head_quat_x_median,0.0
Head_quat_x_max,0.0
LeftHand_angular_jerk_time_since_pause_median,0.0
RightHand_euler_y_min,0.0
RightHand_euler_x_mean,0.0
RightHand_euler_x_median,0.0
RightHand_euler_x_min,0.0
Head_velocity_y_mean,0.0
Head_velocity_y_max,0.0
Head_velocity_y_min,0.0
Head_velocity_x_median,0.0
RightHand_euler_z_std,0.0
RightHand_euler_z_mean,0.0
RightHand_euler_z_median,0.0
RightHand_euler_z_max,0.0
Head_position_z_min,0.0
RightHand_acceleration_time_since_pause_mean,0.0
LeftHand_angular_jerk_pause_duration_mean,0.0
LeftHand_angular_jerk_pause_duration_max,0.0
LeftHand_angular_jerk_pause_duration_min,0.0
LeftHand_angular_acceleration_time_since_pause_std,0.0
LeftHand_position_y_mean,0.0
RightHand_acceleration_pause_duration_min,0.0
RightHand_velocity_time_since_pause_std,0.0
RightHand_velocity_time_since_pause_mean,0.0
RightHand_velocity_time_since_pause_median,0.0
RightHand_velocity_time_since_pause_min,0.0
RightHand_velocity_pause_duration_median,0.0
RightHand_velocity_pause_duration_max,0.0
LeftHand_angular_jerk_time_since_pause_mean,0.0
LeftHand_angular_jerk_pause_duration_std,0.0
LeftHand_angular_velocity_z_max,0.0
LeftHand_angular_velocity_z_min,0.0
LeftHand_angular_velocity_y_mean,0.0
LeftHand_angular_velocity_y_max,0.0
LeftHand_angular_velocity_x_std,0.0
LeftHand_angular_velocity_x_median,0.0
LeftHand_angular_velocity_x_max,0.0
LeftHand_angular_acceleration_y_min,0.0
LeftHand_angular_acceleration_x_mean,0.0
LeftHand_angular_acceleration_x_max,0.0
LeftHand_angular_velocity_z_median,0.0
LeftHand_angular_acceleration_z_std,0.0
LeftHand_angular_acceleration_z_mean,0.0
Head_jerk_z_mean,0.0
LeftHand_angular_acceleration_z_max,0.0
LeftHand_angular_acceleration_z_min,0.0
LeftHand_angular_acceleration_y_std,0.0
LeftHand_angular_acceleration_y_mean,0.0
LeftHand_angular_jerk_z_min,0.0
LeftHand_angular_jerk_y_std,0.0
LeftHand_angular_jerk_y_median,0.0
LeftHand_angular_jerk_x_std,0.0
LeftHand_angular_jerk_x_mean,0.0
LeftHand_angular_jerk_x_max,0.0
LeftHand_velocity_x_std,0.0
LeftHand_velocity_x_max,0.0
LeftHand_velocity_x_min,0.0
LeftHand_angular_acceleration_z_median,0.0
RightHand_velocity_x_std,0.0
RightHand_velocity_x_median,0.0
RightHand_velocity_x_min,0.0
LeftHand_angular_jerk_z_std,0.0
LeftHand_angular_jerk_z_mean,0.0
LeftHand_angular_jerk_z_median,0.0
LeftHand_angular_jerk_z_max,0.0
RightHand_acceleration_x_median,0.0
RightHand_acceleration_x_max,0.0
RightHand_velocity_z_std,0.0
RightHand_velocity_z_mean,0.0
RightHand_velocity_z_max,0.0
RightHand_velocity_z_min,0.0
RightHand_acceleration_z_median,0.0
RightHand_acceleration_z_max,0.0
RightHand_acceleration_z_min,0.0
RightHand_acceleration_y_std,0.0
RightHand_acceleration_y_mean,0.0
RightHand_acceleration_y_median,0.0
RightHand_acceleration_y_max,0.0
RightHand_acceleration_x_std,0.0
RightHand_acceleration_x_mean,0.0
RightHand_jerk_y_max,0.0
RightHand_jerk_y_min,0.0
RightHand_jerk_x_median,0.0
RightHand_jerk_x_max,0.0
RightHand_acceleration_z_mean,0.0
RightHand_velocity_y_median,0.0
Head_angular_jerk_x_std,0.0
Head_angular_jerk_x_mean,0.0
Head_angular_jerk_x_median,0.0
RightHand_position_z_std,0.0
RightHand_position_z_mean,0.0
RightHand_position_z_max,0.0
RightHand_position_y_std,0.0
Head_angular_jerk_z_mean,0.0
RightHand_quat_z_min,0.0
RightHand_quat_y_std,0.0
RightHand_quat_y_max,0.0
RightHand_quat_y_min,0.0
RightHand_quat_x_std,0.0
RightHand_sixD_a_std,0.0
RightHand_quat_w_std,0.0
RightHand_quat_w_mean,0.0
RightHand_quat_w_median,0.0
RightHand_quat_w_min,0.0
RightHand_quat_z_std,0.0
RightHand_quat_z_max,0.0
Head_jerk_x_std,0.0
Head_jerk_x_max,0.0
Head_acceleration_z_max,0.0
